erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
5169,Client Script URI for Token Contracts,Add a scriptURI to point to an executable script associated with the functionality of the token.,infrastructure-meta,,high,,Final,Standards Track,ERC,2022-05-03,,,"James (@JamesSmartCell), Weiwu (@weiwu-zhang)",James (@JamesSmartCell);Weiwu (@weiwu-zhang),20;165;721;777;1155,,20;165;721;777;1155,0,5,0.00094087,3,True,True,True,1431,13,https://ethereum-magicians.org/t/eip-5169-client-script-uri-for-token-contracts/9674,Add scriptURI to token contracts pointing to associated client-side executable scripts.,Supports multiple URIs for redundancy; compatible with existing token standards.
5173,NFT Future Rewards (nFR),A multigenerational reward mechanism that rewards‌ all ‌owners of non-fungible tokens (NFT).,nft,defi,high,,Draft,Standards Track,ERC,2022-05-08,,,"Yale ReiSoleil (@longnshort), dRadiant (@dRadiant), D Wang, PhD <david@iob.fi>",Yale ReiSoleil (@longnshort);dRadiant (@dRadiant);D Wang;PhD <david@iob.fi>,165;721,,721;2981;1155,0,2,0.00094087,2,True,True,True,3901,40,https://ethereum-magicians.org/t/non-fungible-future-rewards-token-standard/9203,"Future rewards framework for NFT owners, sharing profits across historical holders.",Extends ERC-721 with a multigenerational profit-sharing mechanism via geometric sequences. Uses sliding window to distribute rewards to previous owners when profitable sales occur.
5185,NFT Updatable Metadata Extension,An interface extension for ERC-721/ERC-1155 controlled metadata updates,nft,,high,,Stagnant,Standards Track,ERC,2022-06-27,,,Christophe Le Bars (@clbrge),Christophe Le Bars (@clbrge),721;1155,,721;1155,0,2,0.00094087,2,True,False,True,1600,10,https://ethereum-magicians.org/t/erc-721-erc-1155-updatable-metadata-extension/9077,Controlled NFT metadata updates via recipes and JSONata transformations.,"Extends ERC-721/ERC-1155 to allow deterministic, on-chain-traceable metadata updates. Uses JSON transformation engine (JSONata) for controlled evolution of NFT properties."
5187,Extend EIP-1155 with rentable usage rights,Separate ownership and usage rights of EIP-1155 to allow users to use NFTs for an allotted time and return them to owners after expiration.,nft,,high,,Stagnant,Standards Track,ERC,2022-04-17,,,DerivStudio (@DerivStudio),DerivStudio (@DerivStudio),165;1155,,1155;721,0,2,0.00094087,2,True,False,False,1310,9,https://ethereum-magicians.org/t/eip-draft-extending-erc1155-with-rentable-usage-rights/9553/4,Rental extension for ERC-1155 separating usage rights from ownership.,Extends ERC-1155 to enable rentals with expirable usage rights. Supports subletting and renewal; ownership transfers independent of active leases.
5189,Account Abstraction via Endorsed Operations,An account abstraction proposal that avoids protocol changes while maintaining compatibility with existing smart contract wallets.,account-abstraction,,high,,Draft,Standards Track,ERC,2022-06-29,,,"Agustín Aguilar (@agusx1211), Philippe Castonguay (@phabc), Michael Standen (@ScreamingHawk)",Agustín Aguilar (@agusx1211);Philippe Castonguay (@phabc);Michael Standen (@ScreamingHawk),,,3074;20;777;4337,0,0,0.00094087,0,True,False,False,4565,27,https://ethereum-magicians.org/t/erc-account-abstraction-via-endorsed-operations/9799,"Account abstraction via endorsed operations, using off-chain endorser validation.",Proposes AA without protocol changes using 'endorser' smart contracts to validate operations. Endorsers signal readiness and dependencies; bundlers evaluate and include transactions in mempool.
5192,Minimal Soulbound NFTs,Minimal interface for soulbinding EIP-721 NFTs,nft,reputation-identity,high,,Final,Standards Track,ERC,2022-07-01,,,"Tim Daubenschütz (@TimDaub), Anders (@0xanders)",Tim Daubenschütz (@TimDaub);Anders (@0xanders),165;721,5727;6239;7574,721;165,3,2,0.00160733,2,True,False,False,417,8,https://ethereum-magicians.org/t/eip-5192-minimal-soulbound-nfts/9814,Minimal soulbound NFT interface marking non-transferrable tokens.,Minimal extension of ERC-721 using ERC-165 feature detection. Introduces `locked()` function and events to identify tokens as soulbound (non-transferrable).
5202,Blueprint contract format,Define a bytecode container format for indexing and utilizing blueprint contracts,infrastructure-meta,,high,,Final,Standards Track,ERC,2022-06-23,,,"Charles Cooper (@charles-cooper), Edward Amor (@skellet0r)",Charles Cooper (@charles-cooper);Edward Amor (@skellet0r),170,,170,0,0,0.00094087,0,True,True,True,1259,9,https://ethereum-magicians.org/t/erc-5202-standard-factory-contract-format/9851,Blueprint contract format with on-chain bytecode container for initcode storage.,Defines bytecode preamble (0xFE71...) to mark contracts as initcode blueprints. Enables safe on-chain storage of constructor code with version and data section encoding.
5216,ERC-1155 Allowance Extension,Extension for ERC-1155 secure approvals,tokens-fungible,nft,high,,Last Call,Standards Track,ERC,2022-07-11,2022-11-12,,"Iván Mañús (@ivanmmurciaua), Juan Carlos Cantó (@EscuelaCryptoES)",Iván Mañús (@ivanmmurciaua);Juan Carlos Cantó (@EscuelaCryptoES),20;165;1155,7604,1155;20;165,1,3,0.00110082,2,True,False,True,621,9,https://ethereum-magicians.org/t/eip-erc1155-approval-by-amount/9898,Granular approval extension for ERC-1155 by token ID and amount.,"Extends ERC-1155 with approve/allowance pattern inspired by ERC-20. Enables per-ID, per-amount approvals instead of blanket setApprovalForAll."
5218,NFT Rights Management,An interface for creating copyright licenses that transfer with an NFT.,nft,,high,,Stagnant,Standards Track,ERC,2022-07-11,,,"James Grimmelmann (@grimmelm), Yan Ji (@iseriohn), Tyler Kell (@relyt29)",James Grimmelmann (@grimmelm);Yan Ji (@iseriohn);Tyler Kell (@relyt29),721,5554,721;4907;5289,1,1,0.00174062,2,True,True,True,2324,9,https://ethereum-magicians.org/t/eip-5218-nft-rights-management/9911,NFT copyright license management with tree-structured sublicenses.,Extends ERC-721 with license hierarchy. Root license transfers with NFT; holders can create sublicenses. All operations traceable via events.
5219,Contract Resource Requests,Allows the requesting of resources from contracts,infrastructure-meta,,high,,Final,Standards Track,ERC,2022-07-10,,,Gavin John (@Pandapip1),Gavin John (@Pandapip1),,6944;7617;7618;7774,,4,0,0.0030502,0,True,False,False,537,11,https://ethereum-magicians.org/t/pr-5219-discussion-contract-rest/9907,HTTP-like resource requests from smart contracts via standardized interface.,"Standardizes contract resource requests with HTTP-like response codes, headers, and body support. Enables contracts to request data from contracts and facilitates decentralized DApp frontends."
5247,Smart Contract Executable Proposal Interface,An interface to create and execute proposals.,governance,,high,,Review,Standards Track,ERC,2022-07-13,,,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou (@xinbenlv),,5485,1202,1,0,0.00174062,0,True,True,True,639,8,https://ethereum-magicians.org/t/erc-5247-executable-proposal-standard/9938,Executable proposal interface for DAOs and governance contracts.,"Defines interface to create and execute proposals on-chain. Decoupled from voting (ERC-1202). Enables function calls bundled with targets, values, gas limits."
5252,Account-bound Finance,An ERC-5114 extension that aids in preventing arbitrary loss of funds,account-abstraction,governance,medium,,Stagnant,Standards Track,ERC,2022-06-29,,,"Hyungsuk Kang (@hskang9), Viktor Pernjek (@smuxx)",Hyungsuk Kang (@hskang9);Viktor Pernjek (@smuxx),20;721;1155;5114,,721;1155;20;5114,0,4,0.00094087,2,True,False,True,2082,26,https://ethereum-magicians.org/t/pr-5252-discussion-account-bound-finance/10027,Personal finance contracts with account-bound tokens for self-sovereign asset management.,Extends ERC-5114 with pattern for individual finance contracts + account-bound credentials. Separates investor funds from operator fees; governs via contribution-based voting multipliers.
5267,Retrieval of EIP-712 domain,A way to describe and retrieve an EIP-712 domain to securely integrate EIP-712 signatures.,security-permissions,,high,,Final,Standards Track,ERC,2022-07-14,,,Francisco Giordano (@frangio),Francisco Giordano (@frangio),155;712;2612,7739;7964;8001,712;155;2612,3,1,0.00194944,2,True,False,True,1266,11,https://ethereum-magicians.org/t/eip-5267-retrieval-of-eip-712-domain/9951,Retrieval of EIP-712 domain fields for secure signature verification.,Standardizes eip712Domain() function to publish domain separator fields. Enables wallets/apps to validate and display signing context; supports extensions via EIP numbers.
5269,ERC Detection and Discovery,An interface to identify if major behavior or optional behavior specified in an ERC is supported for a given caller.,infrastructure-meta,,high,,Review,Standards Track,ERC,2022-07-15,,,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou (@xinbenlv),5750,1202,165;5750,1,1,0.00174062,2,True,True,True,1781,8,https://ethereum-magicians.org/t/erc5269-human-readable-interface-detection/9957,ERC detection and discovery by number with caller-aware support query.,"Alternative to ERC-165 using ERC numbers instead of selector hashes. Caller-aware, supports minor identifiers for sub-features. Emits OnSupportERC events for discovery."
5289,Ethereum Notary Interface,Allows Smart Contracts to be Legally Binding Off-Chain,security-permissions,reputation-identity,high,,Review,Standards Track,ERC,2022-07-16,,,Gavin John (@Pandapip1),Gavin John (@Pandapip1),165;5568,,165;5568,0,2,0.00094087,1,True,False,True,584,12,https://ethereum-magicians.org/t/pr-5289-discussion-notary-interface/9980,Notary interface enabling legally-binding smart contracts via IPFS documents.,"Allows contracts to link to legal documents and track signatures. Uses ERC-5568 signals to request wallet signatures. Documents must be permissive, not restrictive."
5298,ENS Trust to hold NFTs under ENS name,"An interface for a smart contract acting as a ""trust"" that holds tokens by ENS name.",reputation-identity,nft,high,,Stagnant,Standards Track,ERC,2022-07-12,,,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou (@xinbenlv),137;721;1155,,137;721;1155,0,3,0.00094087,2,True,True,True,573,9,https://ethereum-magicians.org/t/erc-eip-5198-ens-as-token-holder/10374,ENS trust contract holding NFTs on behalf of ENS domain names.,Enables tokens to be held by ENS domains rather than wallet addresses. Implements ERC-721/ERC-1155 receivers; claimTo verifies ENS ownership before transferring tokens.
5313,Light Contract Ownership,An interface for identifying ownership of contracts,security-permissions,,high,,Final,Standards Track,ERC,2022-07-22,,,William Entriken (@fulldecent),William Entriken (@fulldecent),165;173,,165;173,0,2,0.00094087,1,True,False,False,311,7,https://ethereum-magicians.org/t/eip-5313-light-contract-ownership/10052,Minimal interface for identifying accounts that control contracts.,Slimmed-down alternative to ERC-173; does not implement ERC-165 for backward compatibility with existing markets.
5334,EIP-721 User And Expires And Level Extension,Add a time-limited role with restricted permissions to EIP-721 tokens.,nft,,high,,Stagnant,Standards Track,ERC,2022-07-25,,,Yan (@yan253319066),Yan (@yan253319066),165;721,,165;721,0,2,0.00094087,2,True,False,True,1072,12,https://ethereum-magicians.org/t/erc-721-user-and-expires-and-level-extension/10097,ERC-721 extension adding time-limited user role with restricted permissions.,Supports role-based access control for NFTs; user role separates usage from ownership.
5375,NFT Author Information and Consent,An extension of EIP-721 for NFT authorship and author consent.,nft,reputation-identity,high,,Final,Standards Track,ERC,2022-07-30,,,"Samuele Marro (@samuelemarro), Luca Donno (@lucadonnoh)",Samuele Marro (@samuelemarro);Luca Donno (@lucadonnoh),55;155;712;721;1155,,55;155;712;721;1155,0,3,0.00094087,2,True,False,False,1955,21,https://ethereum-magicians.org/t/eip-5375-nft-authorship/10182,Standard for storing NFT authorship info and consent proofs in metadata.,Uses ERC-712 signed messages to prove author consent without requiring on-chain transactions from authors.
5380,ERC-721 Entitlement Extension,Allows token owners to grant the ability for others to use specific properties of those tokens,nft,,high,,Final,Standards Track,ERC,2022-03-11,,,"Gavin John (@Pandapip1), Tim Daubenschütz (@TimDaub)",Gavin John (@Pandapip1);Tim Daubenschütz (@TimDaub),165;721;1046,,165;721;1046,0,3,0.00094087,3,True,False,False,900,12,https://ethereum-magicians.org/t/pr-5380-eip-4907-alternative-design/10190,ERC-721 extension enabling token owners to grant limited usage rights to others.,"Allows granular entitlements separate from ownership, with optional enumerable and metadata extensions."
5409,EIP-1155 Non-Fungible Token extension,Allow EIP-1155 to represent Non-Fungible Tokens (tokens who have a unique owner),nft,,high,,Stagnant,Standards Track,ERC,2022-07-23,,,Ronan Sandford (@wighawag),Ronan Sandford (@wighawag),165;721;1155,,165;721;1155,0,3,0.00094087,2,True,False,False,367,8,https://ethereum-magicians.org/t/eip-5409-non-fungible-token-extension-for-eip-1155/10240,ERC-1155 extension adding ownerOf to support non-fungible tokens within ERC-1155.,Enables detecting unique tokens and retrieving owner on-chain without implementing ERC-721.
5437,Security Contact Interface,An interface for security notice using asymmetric encryption,security-permissions,,high,,Stagnant,Standards Track,ERC,2022-08-09,,,Zainan Zhou (@xinbenlv),Zainan Zhou (@xinbenlv),165,,165,0,1,0.00094087,1,True,False,False,713,7,https://ethereum-magicians.org/t/erc-interface-for-security-contract/10303,Interface for expressing security contact via asymmetric encryption keys.,Provides standardized channel for security researchers to report vulnerabilities; supports GPG and future schemes.
5453,Endorsement - Permit for Any Functions,A general protocol for approving function calls in the same transaction relying on ERC-5750.,security-permissions,,high,,Last Call,Standards Track,ERC,2022-08-12,2023-09-27,,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou (@xinbenlv),165;712;1271;5750,,165;712;1271;5750,0,3,0.00094087,2,True,False,True,1372,14,https://ethereum-magicians.org/t/erc-5453-endorsement-standard/10355,General permit protocol for approving any function call via signatures.,Extends ERC-5750; supports multi-sig and threshold approvals in single transaction; supersedes ERC-2612 scope.
5484,Consensual Soulbound Tokens,Interface for special NFTs with immutable ownership and pre-determined immutable burn authorization,reputation-identity,nft,high,,Final,Standards Track,ERC,2022-08-17,,,Buzz Cai (@buzzcai),Buzz Cai (@buzzcai),165;721,5727,165;721,1,2,0.00107416,2,True,False,False,728,13,https://ethereum-magicians.org/t/eip-5484-consensual-soulbound-tokens/10424,Soulbound NFT standard with immutable ownership and predetermined burn authorization.,Non-transferable credentials; burn authority immutable after issuance; extends ERC-721.
5485,"Jurisdiction, Accreditation, and Enforcement","An interface for identifying the sovereignty status, observed jurisdiction, accreditation, and enforcement mechanisms.",infrastructure-meta,,medium,,Review,Standards Track,ERC,2022-08-17,,,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou (@xinbenlv),5247,,5247,0,1,0.00094087,1,True,False,False,1519,18,https://ethereum-magicians.org/t/erc-5485-interface-for-legitimacy-jurisdiction-and-sovereignty/10425,"Interface for declaring contract sovereignty, jurisdiction, accreditation, and enforcement pathways.",Bridges real-world legal frameworks with on-chain systems; supports regulated and institutional use cases.
